trade_date,symbol,weight
2024-01-02,STK001,0.011461786179852777
2024-01-02,STK002,0.01573868624586474
2024-01-02,STK003,0.006004021060429319
2024-01-02,STK004,0.009214999362338943
2024-01-02,STK005,0.01373017856987555
2024-01-02,STK006,0.007321503981738106
2024-01-02,STK007,0.010586862202750772
2024-01-02,STK008,0.011020980289229666
2024-01-02,STK009,0.01729415686705415
2024-01-02,STK010,0.00569181226075571
2024-01-02,STK011,0.018422045676482892
2024-01-02,STK012,0.006168597350152715
2024-01-02,STK013,0.012158026743795862
2024-01-02,STK014,0.014030753474081283
2024-01-02,STK015,0.007848947490483532
2024-01-02,STK016,0.016140442113420583
2024-01-02,STK017,0.0084552199832275
2024-01-02,STK018,0.0040009674557430295
2024-01-02,STK019,0.013921709606088873
2024-01-02,STK020,0.004638478508893141
2024-01-02,STK021,0.006431180914561763
2024-01-02,STK022,0.007897327675024502
2024-01-02,STK023,0.015562111522890337
2024-01-02,STK024,0.014353358305315443
2024-01-02,STK025,0.01628799943094826
2024-01-02,STK026,0.007073866190820299
2024-01-02,STK027,0.005219381954391325
2024-01-02,STK028,0.007328753442361297
2024-01-02,STK029,0.0022795477052577374
2024-01-02,STK030,0.0014631494442972819
2024-01-02,STK031,0.011020570284128024
2024-01-02,STK032,0.016581032340681822
2024-01-02,STK033,0.006060205614266455
2024-01-02,STK034,0.013942966353154585
2024-01-02,STK035,0.00010151521084140582
2024-01-02,STK036,0.004713861739101518
2024-01-02,STK037,0.008098221015958642
2024-01-02,STK038,0.006081846540689992
2024-01-02,STK039,0.011715133587696385
2024-01-02,STK040,0.012104318899059375
2024-01-02,STK041,0.003900733410447097
2024-01-02,STK042,0.00108589990281414
2024-01-02,STK043,0.011279315317480406
2024-01-02,STK044,0.009847681342100846
2024-01-02,STK045,0.011562356842640545
2024-01-02,STK046,0.010905265847608415
2024-01-02,STK047,0.008549561650010726
2024-01-02,STK048,0.0012822453737669857
2024-01-02,STK049,0.01115961916605211
2024-01-02,STK050,0.008088526788075551
2024-01-02,STK051,0.01101283245765461
2024-01-02,STK052,0.0029868297802534832
2024-01-02,STK053,0.004430781851606842
2024-01-02,STK054,0.01670914737802464
2024-01-02,STK055,0.013025105673451455
2024-01-02,STK056,0.005621262465915239
2024-01-02,STK057,0.009560507536095556
2024-01-02,STK058,0.008024470810272046
2024-01-02,STK059,0.02150431254086448
2024-01-02,STK060,0.004117891671296805
2024-01-02,STK061,0.011207327555142138
2024-01-02,STK062,0.01396236676441729
2024-01-02,STK063,0.02156983781847697
2024-01-02,STK064,0.008240326399014654
2024-01-02,STK065,0.007653624026554411
2024-01-02,STK066,0.014279785160267204
2024-01-02,STK067,0.0033325486505968644
2024-01-02,STK068,0.01133533454229571
2024-01-02,STK069,0.024778911848969888
2024-01-02,STK070,0.012648792994460614
2024-01-02,STK071,0.001497937504728001
2024-01-02,STK072,0.009709842937270338
2024-01-02,STK073,0.009499838370897986
2024-01-02,STK074,0.017770272380998448
2024-01-02,STK075,0.006976284032674054
2024-01-02,STK076,0.00042431493956724027
2024-01-02,STK077,0.011522241946174355
2024-01-02,STK078,0.010714730785636927
2024-01-02,STK079,0.007791246498471866
2024-01-02,STK080,0.001330425987845583
2024-01-02,STK081,0.02965992142825258
2024-01-02,STK082,0.01603914553189948
2024-01-02,STK083,0.013609768032262017
2024-01-02,STK084,0.007578962540013234
2024-01-02,STK085,0.0066543668270528916
2024-01-02,STK086,0.007130971845228288
2024-01-02,STK087,0.003206876213916799
2024-01-02,STK088,0.02154835457917983
2024-01-02,STK089,0.008231558999017025
2024-01-02,STK090,0.019430838745529488
2024-01-02,STK091,0.01022301648613127
2024-01-02,STK092,0.006892634872994186
2024-01-02,STK093,0.010025428368462489
2024-01-02,STK094,0.0038814180112275057
2024-01-02,STK095,0.02384896377234718
2024-01-02,STK096,0.006615334515587279
2024-01-02,STK097,0.0007972072066425029
2024-01-02,STK098,0.014291755597411356
2024-01-02,STK099,0.0128879620420445
2024-01-02,STK100,0.008378651840201881
2024-01-03,STK001,0.012865627923984371
2024-01-03,STK002,0.014711366230203048
2024-01-03,STK003,0.0057369786674852765
2024-01-03,STK004,0.006934664159221766
2024-01-03,STK005,0.012740598793230447
2024-01-03,STK006,0.009678007920821921
2024-01-03,STK007,0.011463644838803655
2024-01-03,STK008,0.014129967132618616
2024-01-03,STK009,0.01916657809269005
2024-01-03,STK010,0.006408685758414375
2024-01-03,STK011,0.021372003934501074
2024-01-03,STK012,0.006873582838333848
2024-01-03,STK013,0.013474855206090961
2024-01-03,STK014,0.013107704472383486
2024-01-03,STK015,0.007786071905640906
2024-01-03,STK016,0.014383575055494043
2024-01-03,STK017,0.010178212968699972
2024-01-03,STK018,0.0016039894861494231
2024-01-03,STK019,0.015106203094144958
2024-01-03,STK020,0.0041526583633963434
2024-01-03,STK021,0.008558272412743755
2024-01-03,STK022,0.009168308986678522
2024-01-03,STK023,0.018731940651765942
2024-01-03,STK024,0.015426635544064033
2024-01-03,STK025,0.012821222279603814
2024-01-03,STK026,0.006769576739522464
2024-01-03,STK027,0.0028047743573043696
2024-01-03,STK028,0.006137713971465399
2024-01-03,STK029,0.0051718349419428294
2024-01-03,STK030,0.0026709910391881503
2024-01-03,STK031,0.009386462077977475
2024-01-03,STK032,0.01419629191554787
2024-01-03,STK033,0.005975375892068271
2024-01-03,STK034,0.011227267572904872
2024-01-03,STK035,9.754489781920567e-05
2024-01-03,STK036,0.005206830257167016
2024-01-03,STK037,0.010153297305416819
2024-01-03,STK038,0.007120162505724992
2024-01-03,STK039,0.0069574430676934895
2024-01-03,STK040,0.012400933931454718
2024-01-03,STK041,0.003945496570230718
2024-01-03,STK042,0.001866697662519731
2024-01-03,STK043,0.014155456766163834
2024-01-03,STK044,0.005580743364961399
2024-01-03,STK045,0.010125306703428677
2024-01-03,STK046,0.011790328365514368
2024-01-03,STK047,0.005254131893769702
2024-01-03,STK048,0.004130190921207166
2024-01-03,STK049,0.011604265275476313
2024-01-03,STK050,0.009541544158396788
2024-01-03,STK051,0.009628603345346173
2024-01-03,STK052,0.004501069976916541
2024-01-03,STK053,0.006406480604775371
2024-01-03,STK054,0.016753241989926997
2024-01-03,STK055,0.01316261824255228
2024-01-03,STK056,0.00601066680156336
2024-01-03,STK057,0.007641488794447906
2024-01-03,STK058,0.007539648451622903
2024-01-03,STK059,0.02067880379784505
2024-01-03,STK060,0.00476475552952949
2024-01-03,STK061,0.01288273129196766
2024-01-03,STK062,0.011554480514403054
2024-01-03,STK063,0.020796396398021718
2024-01-03,STK064,0.010928186566289673
2024-01-03,STK065,0.00601505498018696
2024-01-03,STK066,0.01232507596501625
2024-01-03,STK067,0.003645409912207357
2024-01-03,STK068,0.012704349839266296
2024-01-03,STK069,0.024192855312231542
2024-01-03,STK070,0.014930918701807998
2024-01-03,STK071,0.00313267923801373
2024-01-03,STK072,0.011113761419704668
2024-01-03,STK073,0.010347632381914022
2024-01-03,STK074,0.021875007712875785
2024-01-03,STK075,0.006404759611712387
2024-01-03,STK076,9.754489781920567e-05
2024-01-03,STK077,0.01436909568828152
2024-01-03,STK078,0.009558748311960671
2024-01-03,STK079,0.007810427174179455
2024-01-03,STK080,0.00385256242527995
2024-01-03,STK081,0.025805895186196862
2024-01-03,STK082,0.013203532128051502
2024-01-03,STK083,0.010151704465372762
2024-01-03,STK084,0.005843612400110722
2024-01-03,STK085,0.007348681478194062
2024-01-03,STK086,0.007978536191249089
2024-01-03,STK087,0.0036671268579073265
2024-01-03,STK088,0.018263158380246277
2024-01-03,STK089,0.0035226897409562437
2024-01-03,STK090,0.01905983009840161
2024-01-03,STK091,0.009051644085541264
2024-01-03,STK092,0.007619628407146992
2024-01-03,STK093,0.011148733752825886
2024-01-03,STK094,0.0040558201602790105
2024-01-03,STK095,0.024746389425515138
2024-01-03,STK096,0.006900089294969337
2024-01-03,STK097,0.0018117371060360212
2024-01-03,STK098,0.012566132765614135
2024-01-03,STK099,0.012221145864703265
2024-01-03,STK100,0.008556837460985222
2024-01-04,STK001,0.01448940016088788
2024-01-04,STK002,0.013907293579156974
2024-01-04,STK003,0.0067712356278094455
2024-01-04,STK004,0.006395357417370633
2024-01-04,STK005,0.012490614139042481
2024-01-04,STK006,0.011323537915412591
2024-01-04,STK007,0.0074686146272995935
2024-01-04,STK008,0.01152327611506083
2024-01-04,STK009,0.016182902369034313
2024-01-04,STK010,0.0017393785769819045
2024-01-04,STK011,0.019991626617177252
2024-01-04,STK012,0.00836247486348754
2024-01-04,STK013,0.012889710663053847
2024-01-04,STK014,0.013487195473644218
2024-01-04,STK015,0.009952634189845792
2024-01-04,STK016,0.017018645415586123
2024-01-04,STK017,0.010027974514953174
2024-01-04,STK018,0.004306024516966643
2024-01-04,STK019,0.015272237833355741
2024-01-04,STK020,0.0024749095434561928
2024-01-04,STK021,0.007360690983363081
2024-01-04,STK022,0.006199840040369706
2024-01-04,STK023,0.01693547026126772
2024-01-04,STK024,0.014693074486544543
2024-01-04,STK025,0.01441120089000479
2024-01-04,STK026,0.010198949857433803
2024-01-04,STK027,9.988085000756217e-05
2024-01-04,STK028,0.006915119714454928
2024-01-04,STK029,0.0030870644387351754
2024-01-04,STK030,0.003616071527403333
2024-01-04,STK031,0.009113417187214694
2024-01-04,STK032,0.010521928431415063
2024-01-04,STK033,0.007822638083691198
2024-01-04,STK034,0.01000533057543044
2024-01-04,STK035,9.988085000756217e-05
2024-01-04,STK036,0.0030636707165642807
2024-01-04,STK037,0.008834192256019504
2024-01-04,STK038,0.007966440051172231
2024-01-04,STK039,0.006571115562167483
2024-01-04,STK040,0.013042699022676399
2024-01-04,STK041,0.0046637767595001664
2024-01-04,STK042,0.004502649666926953
2024-01-04,STK043,0.013453835098114314
2024-01-04,STK044,0.0026238976279267866
2024-01-04,STK045,0.012245144043543918
2024-01-04,STK046,0.011114093782227925
2024-01-04,STK047,0.007474400411543502
2024-01-04,STK048,0.004891110437799089
2024-01-04,STK049,0.011328476234586066
2024-01-04,STK050,0.010226896064443432
2024-01-04,STK051,0.01351450672280522
2024-01-04,STK052,0.008644718566200322
2024-01-04,STK053,0.006537444218650278
2024-01-04,STK054,0.01705327995583741
2024-01-04,STK055,0.015296850618711959
2024-01-04,STK056,0.004314198237102324
2024-01-04,STK057,0.008297730999716117
2024-01-04,STK058,0.007479000896318004
2024-01-04,STK059,0.021281233384378363
2024-01-04,STK060,0.0030943266295160986
2024-01-04,STK061,0.009692034471085699
2024-01-04,STK062,0.00739968639897577
2024-01-04,STK063,0.018539511993479172
2024-01-04,STK064,0.009998908086078319
2024-01-04,STK065,0.005422203544842053
2024-01-04,STK066,0.01618023654122793
2024-01-04,STK067,0.005850417564354014
2024-01-04,STK068,0.01076732303769501
2024-01-04,STK069,0.024858617842668834
2024-01-04,STK070,0.014099942107978899
2024-01-04,STK071,0.002560896613841386
2024-01-04,STK072,0.011470729041649766
2024-01-04,STK073,0.011572169927986157
2024-01-04,STK074,0.02117123512798787
2024-01-04,STK075,0.00852229624854648
2024-01-04,STK076,9.988085000756217e-05
2024-01-04,STK077,0.014364637930595432
2024-01-04,STK078,0.014736516261163884
2024-01-04,STK079,0.00824674893704967
2024-01-04,STK080,0.0067109857607014324
2024-01-04,STK081,0.025957969727809664
2024-01-04,STK082,0.014347970319448662
2024-01-04,STK083,0.010026177635828226
2024-01-04,STK084,0.005496240655289626
2024-01-04,STK085,0.0057828182377511785
2024-01-04,STK086,0.008828607075822356
2024-01-04,STK087,0.001961712311154948
2024-01-04,STK088,0.01957098221152669
2024-01-04,STK089,0.005686480226520654
2024-01-04,STK090,0.019769309682467148
2024-01-04,STK091,0.008469043715875228
2024-01-04,STK092,0.008517398979186642
2024-01-04,STK093,0.010518839494154336
2024-01-04,STK094,0.005919852493136556
2024-01-04,STK095,0.021058456176377447
2024-01-04,STK096,0.006221452855166352
2024-01-04,STK097,9.988085000756217e-05
2024-01-04,STK098,0.00956460128865208
2024-01-04,STK099,0.014931058746470102
2024-01-04,STK100,0.010334878728064262
2024-01-05,STK001,0.013341784022512624
2024-01-05,STK002,0.011145674588034182
2024-01-05,STK003,0.0008609791400883452
2024-01-05,STK004,0.005426872940693405
2024-01-05,STK005,0.01771835970621142
2024-01-05,STK006,0.012465515729581465
2024-01-05,STK007,0.00649121869593245
2024-01-05,STK008,0.012731453074937563
2024-01-05,STK009,0.013352565424546669
2024-01-05,STK010,0.0011702873991448015
2024-01-05,STK011,0.020641325872149275
2024-01-05,STK012,0.008373117188406078
2024-01-05,STK013,0.014794387718732533
2024-01-05,STK014,0.014492968655054476
2024-01-05,STK015,0.011541313712366125
2024-01-05,STK016,0.015991098211665427
2024-01-05,STK017,0.012087561216243077
2024-01-05,STK018,0.00773275853900378
2024-01-05,STK019,0.013629567444309982
2024-01-05,STK020,0.000715134615393707
2024-01-05,STK021,0.01025622467313794
2024-01-05,STK022,0.005947016983461766
2024-01-05,STK023,0.020183867850710663
2024-01-05,STK024,0.014116259602022715
2024-01-05,STK025,0.01770798094436079
2024-01-05,STK026,0.010695478486810696
2024-01-05,STK027,0.0006300979353733071
2024-01-05,STK028,0.010268795279053104
2024-01-05,STK029,0.002416287925329418
2024-01-05,STK030,0.0017725341356393694
2024-01-05,STK031,0.00839971317587944
2024-01-05,STK032,0.011681689196242786
2024-01-05,STK033,0.004795846769936358
2024-01-05,STK034,0.011532098637593925
2024-01-05,STK035,0.00010223244836969873
2024-01-05,STK036,0.005478939555059768
2024-01-05,STK037,0.00413598917692793
2024-01-05,STK038,0.006536035812363472
2024-01-05,STK039,0.0032695769604424788
2024-01-05,STK040,0.011644521319141319
2024-01-05,STK041,0.005274282996695115
2024-01-05,STK042,0.00423671346135416
2024-01-05,STK043,0.013236116835713766
2024-01-05,STK044,0.002356997604852018
2024-01-05,STK045,0.012934368118274921
2024-01-05,STK046,0.009300108010937478
2024-01-05,STK047,0.009086521930042807
2024-01-05,STK048,0.006355221245103705
2024-01-05,STK049,0.012368646039232843
2024-01-05,STK050,0.011593121767946466
2024-01-05,STK051,0.014422281867081721
2024-01-05,STK052,0.012998717971896627
2024-01-05,STK053,0.006505312278620951
2024-01-05,STK054,0.01680610824091985
2024-01-05,STK055,0.01409764552188405
2024-01-05,STK056,0.002299895681835765
2024-01-05,STK057,0.005938465604671793
2024-01-05,STK058,0.005828687221177472
2024-01-05,STK059,0.02161180936275978
2024-01-05,STK060,0.003846922063197572
2024-01-05,STK061,0.01001297169383517
2024-01-05,STK062,0.0059996296628522
2024-01-05,STK063,0.02079395846601511
2024-01-05,STK064,0.011733967903531801
2024-01-05,STK065,0.005216826692564003
2024-01-05,STK066,0.015206467647122413
2024-01-05,STK067,0.007102367697904678
